영화평점,영화감상평
1,미성년자들 따로 상영관 만들어야 될듯 영화보면서 이렇게 시끄러운거 처음임...공공장소 에티켓을 모르나 영화에 집중을 못하겠네
10,최고다 마블.. 너무 똥만 개봉했어
4,진짜 오랜만에 영화관나들이라 좋았지 영화는참....왠만한마블영화보고 재미없다느낀건처음 음표날릴땐....진짜 이건아니다 생각함 ㅠㅠ
9,역시 마블 + 샘 레이미의 미친 조합!한번도 겪어보지 못했던 마블의 새로운 타입의 영화시간 가는지 모르고 봤음.
10,나는 너무 재밌게봤다 ! 내가 좋아하는 배우들이고 특히 레이첼맥아담스 도 나와서 더더 좋았다!!!다음편도 기대됩니다 ㅜㅜ최고
5,기대를 많이 했는데 좀 아쉽다ㅜㅜ
4,꼬맹이들 연기 너무 오글거림 ..
10,난 졸라 재미있었음ㅋㅋ
8,12세 아니고 15세로 올려야 될듯 마블좋아하면 좀 실망할듯 한데 그래도 재밌게 봄비록 좀 잔인하고 연출이 좀 그렇고 개연성이 떨어진다 해도... 재밌음
9,"영상미, 연기력은 볼만합니다. 멀티버스의 연결성을 한 아이를 통해 풀어 가기에는 모든 멀티버스의 유일무이한 존재의 개연성이 많이 부족했고, 모든 다크홀드는 파괴하지만, 다음 편을 만들기 위해 그것을 이용한 존재는 남겨두는 모순을 남기며, 매끄럽지 못한, 짜여진 듯한 각본이라는 인상이 아쉽습니다."
8,"음...,....,..."
10,전 재밌게 봤는데 와이프는 졸았네요
8,"영상미와 연기는 다 좋았다ost는 1편만큼 머리에 딱 꽂히는 게 없는것 같고 일부 장면의 ost가 안 어울린다고 느꼈어요. 또 화면전환도 구려보이는게 있었고 액션도 마스터 오브 미스틱 아츠의 액션신이 다른 영화와 비교했을 때 너무 적고 마법을 써야할 장면이 있을 때 안 쓰니 너무 답답했다 이게 최선이었나?라는 생각이 들었고 닥스의 솔로 영화이고 6년만에 돌아온 속편이기에 스케일 큰 액션을 기대했으나 닥스를 활용하는 것을 보면 샘 레이미 감독은 내 취향이 아닌 듯하다.액션신은 오히려 퇴보한 것 같다....3편은 다른 감독이 했으면 하는 게 바램이다. 내가 가장 좋아하는mcu캐릭터인 만큼 아쉬운 마음이 더 크다. 연기력으로 끌고 간 영화였다 ..,."
8,배우들 연기가 멱살잡고 끌고감 진짜 연기잘해... 근데 연출은 너무 올드하고 촌스러워요...
10,뭘로 볼지 고민 중이시라면 4D로 보세요
1,"PC주의로 점철된 마블 영화에서는 더이상 대중이 이해하고 공감할 수 있는 스토리를 보기 힘들게 되어버린 것 같다. 과거에 아이언맨이 가져온 마블이 지니고 있던 매력, 어딘가 있을법한 호소력있으며 매력적이었던 이야기들은 이번 페이즈4에 들어와 모두 사라졌다. 이번 닥터 스트레인지2는 마블의 흥행이 계속되지 못할 것이라는 걸 증명하는 영화가 될 것이다.1. 영화의 주인공이 닥터 스트레인지가 아닌 것만 같은 스토리 라인으로 인해 중구난방인 전체 플롯을 따라가기 힘들다. 완다비전2인가 싶을 정도로 완다 중심의 이야기이다. 그리고 새로운 여성 히어로는 과연 이번 영화에 필요한가 싶다.2. 완다비전의 70-80년대 스타일의 연출법은 그 나름대로 신선했으며 그렇게 기획한 의도가 있었다. 하지만 이번 영화의 공포스러운 장면에 비슷한 연출을 무리하게 남용하며 몰입도를 떨어뜨렸다.3. 이전의 닥터 스트레인지 영화에서 보여줬던마법의 연출 비중과 완성도가 떨어졌으며, 작중의 마법사란 캐릭터가 지닌 상징성이 안드로메다로 가버린 스토리로 인해 사라져버렸다.4. 영화 전체적으로 여성 히어로의 활약을 강조하기 위한 무리한 연출들로 인해 눈쌀을 찌푸리게 만든다. 개연성은 없고 오로지 디즈니가 믿는 왜곡된 사상을 달성하기 위해 몰아쳐가는 영화라고 할 수 있다.재촬영한 이유가 무엇인지 모르지만 닥터 스트레인지 1을 연출한 감독을 그냥 그대로 두는 것이 더 나았을 것 같다는 생각이 든다."
6,뭔가 어떤거 하나가 겨우겨우 끌고가는 느낌인데 대혼돈을 잘 표현한거같음. 근데 뭔가 영상이 닥스1+부산행+링+지옥+음표공격+크리스마스의악몽+완다+완다+완다+ㅜㅜ===드래곤볼 천진반. 이런느낌 보다보다 기가막혀서 많이웃음
10,완다 감정연기도 좋고 공포적 연출도 재밌었음
1,닥터는 미러 디멘션은 어디다 팔아버렸고 히어로 무비 보러 왔는데 공포영화이고 사실상 챠베즈 영화 닥스2는 아직 안나왔다.
10,지루할틈없는!오랜만에 눈에 재미듬뿍!!!
2,레이미 스타일은 히어로물엔 전혀 안 맞네요 스파이더맨에서의 닥스와 여기의 닥스는 다른 세계관인지.. 어벤져스 완다랑 여기 완다도 다른 세계관인지..
10,마블은 위대하다 영원하라 마블
9,아쉬운점은 있지만 재밌었음
1,최근들어 한두번이야지... 모든게 고갈되고 CG말고는 보여줄게 없는 미블이 이젠 기대도 안된다. 뻔한 영화에 PC 떡칠까지하는 디즈니는 어찌되려고 이러냐
10,진짜 개존잼 완다비전보면 완다한테 더 이입되서 애기들 볼때 눈물남.. 근데 약간 공포영화삘도 남 ㅋㅋ 귀신괴몰 좀비 다튀나오고 ㅋㅋ개재밌었음 ㅋㅋㅋㅋ
9,일단 닥스1이 재밌어서 이건 그다지 재미있게는 느껴지지 않았지만 그래도 CG가 살렸네요
4,"개개인의 취향에 따라 의견이 다소 엇갈릴 수 있으나, 필자는 마블 팬임에도 불구하고 실망과 동시에 허무했음. 어쩌면 팬이라 얻은 감정일수도 있다고 생각도 함. 가장 큰 실망감은 아무래도 약한 스티븐의 모습이 아닐까함. 전작인 닥스1부터 엔드게임까지 스티븐의 모먼트는 우리의 눈과 귀를 즐겁게 해주었는데, 이번 스티븐의 모먼트는 위의 감정을 느끼게 함. 우린 upgrade 를 기대하며 즐기고, 그에 반대인 downgrade는 언제나 실망의 요소가 된다. downgrade 된 스티븐의 모습은 꽤나 실망스러웠다."
5,재미는 있었는데 닥스가 주인공같지 않고 완다가 주인공 같았음 개인적으로 완다 싫어하는데 자기애들 보고싶다고 선한 사람들 다 죽여대는게 말이 되냐 이유부터가 너무 단순해서 어이가 없더라 히어로들 마법사들 전투력이 약해서 깜짝놀람 왜 완다 얘기를 닥스에서 풀어대냐고 진심 짜증남 내가 젤 좋아하는 닥스인데 이런식으로 빅엿을 주다니
6,마블식 공포영화 첫 경험했습니다.
6,마블CG 기술을 빌린 B급 공포 영화
10,CG를 갈아넣었네 ㄷㄷ저는 매우 만족합니다.
6,비주얼에 심취해 스토리를 놓아버리다.
10,너무 재밌었음 시험기간동안 지친 나의 마음을 완벽히 풀어주는 느낌!
10,역대급 마블영화 중 제일 재미있는 듯
6,완다비전은 꼭 보고 가라. 업데이트를 다하고 가도 아주 갓작까진 아니고 그냥 볼만한 수준. 이유없는 PC요소가 심히 거슬림
6,언제부터 마블이 좀비영화가된거야...
4,"실망이 크다, 설날 특선으로 해줘도 끝까지 안볼듯. 참고로 최근 스타이더맨편 빼고 모든 마블영화 다 재밌었던 1인.근데 연기는 미쳤음 진짜.완다 연기 진짜 미쳤음, 절대 깔수가 없음."
10,마블의 새로운 시도가 신선한듯ㅎ스칼렛 위치가 너무 강해서 벨런스가 맞나 생각하긴했지만… 만족!
6,닥스1에 비하면 정말 허접한 수준입니다 그나마 볼만한게 특수효과지만 이것도 1에 비하면 그닥... 닥스가 주인공이 아니라 챠베스랑 스칼렛위치가 주인공인줄 알았습니다.
9,"마블시리즈가 아무래도 히어로물이다보니 어쩔수 없이 꾸준한 영웅서사적 전개에 좀 지루함을 느껴온 1인이었는데, 마블시리즈에 호러를 적절히 배합해서 신선하니 재밌었어요. 개인적으로 ‘닥스1’보다 다양한 감정이 느껴져서 즐겁게 봤습니다."
8,점점 더 커지는 스케일이 흥미롭다
10,"아는만큼 보임디플에서 로키,완다비전,왓이프 봤어서너무 재밌게 봤음!!"
9,역시 꿀잼이군요
10,개인적으로 샘레이미 감독 스타일 안좋아해서... 연출은 진짜 별로였다. 올드하고 음악도 뭔가 안맞는 느낌 가득. 다음번 감독 바꼈으면 ㅠㅠ
7,호러와 코미디의 접점에서 샘 레이미의 장기가 드러난다.
10,마블팬이라면 너무 재밌게 봤을 영화다. 앞으로 마블 유니버스에서 펼쳐질 멀티버스의 초석을 다진 영화.
9,약한 각본을 연출이 살린 영화
10,샘레이미의 B급갬성이 좋았다 ㅎㅎ그리고 크리스틴과의 못풀은 멜로도 좋았다
10,너무 재미있고 연출 굿이에요
7,2번째 쿠키영상 대박이던데닥스3이랑 이어지는 내용임
1,이 영화의 스토리가 탄탄하다고 여겨지는게 신기할 따름이다.
1,마블영화로써도 최악 삼류 공포영화로써도 최악.. 전작 닥스1에 비해 너무 노잼.. 뇌절 뇌절을 넘어 마블 손절각을 만든 최악의 작품..
1,마블 왜 이래 개실망함 ㅜㅜ
8,"Doctor Strange in the Multiverse of Madness, 2022"
9,"마블덕후로서 무조건 봐야하는 영화~오랜 기다림 끝에 나온 닥스2는 감독의색이 많이 묻어나 공포스럽고 놀라는 포인트들이 많아서 호불호가 많이 갈리는 듯해요.전 나쁘지않았고 재밌게 봤습니다.디즈니플러스의 드라마들을 꼭 봐야 이해하는도움이 되고, 더 재밌게 즐길수있어요.상상했던 멀티버스를 화려한 영상미와 CG로 보여줘서 눈이 즐거웠어요.아이맥스나 스크린이 큰관에서 몰입감있게 보시는걸 추천드립니다."
8,좋았음 근데....완다내놔 제발 ㅠㅠㅠ평생 사랑으로 키울게 에서 눈물광광
5,말할수없는 비밀 + 예토전생 + 일루미나티 = 매직키드 마수리
10,배우들 연기는 말할 것도 없고 닥터스트레인지에 기대할 수 있는 영상미를 충분히 충족시켜준다. 공포요소가 있는 것이 새롭게 재밌다!*디즈니+ 완다비전 보고 가지 않으면 의문 가득한 관람이 될 것..
10,완다비전 보고 봐야 더 재밌음
8,난 볼만하던대;;;
10,이거 잼없다고 별점테러하는 것들은 그냥 마블알못임
5,그냥 집에서 보세요..
10,"아 그냥 다른 말 필요없고, 그냥 최고임"
10,"믿고 보는 마블, 시간 순삭 가능, 베네딕트 컴버비치 액션 크~"
4,장르가 되어버린 마블이 호러와 외도로 인해 모든 마블의 역사가 무너져버린 계기가 된듯하다.
1,1점 영화는 아니었으나 평점이 높아서 1점 줌
1,별로던데요 그냥 좀 그랫어요
1,미친듯이 사랑했던 전 여친이 마약중독자 연쇄살인마가 되서 나타나면 이런 기분일까? 내가 사랑했던 마블은 이제 죽었다.
10,"CG는 대박이었지만 스토리는 좀 별로였음, 그냥 눈이 즐거워지는 영화. 근데 나만 리빙 트리뷰널 봄?"
4,영상미 이외에는 정말 지루한 영화.. 기대는 많이 하고 가지 마세요. 후회합니다ㅠ
10,재밌음 다른마블영화랑 비슷 평점은 한 8.6정도가 적당. 영화를 평론하려하지말고 몰입해서 봐라 개꿀잼
2,진심으로 솔직하게 해리포터와 마법사의 돌이 더 박진감넘치고. 모든 면에서 월등하다 생각합니다
1,보다가 어이가 없어서 피식거림
10,재미있고 없고를 떠나서 마블 영화 보는 느낌이 아니였다.굳이 표현을 하자면 B급 호러 영화 연출에 재능이 있는 감독이 얼떨결에 마블 영화 메가폰을 잡게 되었고 본인이 가장 잘 보여줄 수 있는 호러 장르를 마블에 억지로 끼워맞춘 느낌?완다의 연기는 훌륭했지만 스칼렛 위치를 왜 그렇게 표현해야 했는지는 아직까지 잘 모르겠다.
4,진입 장벽이 낮지는 않은 느낌
4,히어로 영화를 양지로 끌어올린건 MCU이지만 음지로 집어넣을것도 MCU일거라고 느꼈다.
10,메가박스 알바생인데요 ..마지막 쿠키 영상 나올 때마다 관객들 반응이 어떨 지 너무 설레요 .. ㅎㅎ
10,대단한 평론가들 납셨다? ㅋㅋ마블빠들은 꼭 보세요 ~
10,"끝없이 균열되는 차원과 뒤엉킨 시공간의 멀티버스가 열리며 오랜 동료들, 그리고 차원을 넘어 들어온 새로운 존재들을 맞닥뜨리게 된 닥터 스트레인지. 대혼돈 속, 그는 예상치 못한 극한의 적과 맞서 싸워야만 한다."
1,진짜 재미없어서 도중에 나가고싶었어요
10,영상미는 최고.완다비젼을 본 사람으로서 완다의 슬픔이 이해되었고 마무리는 괜찮았어요
10,"좀 난잡하다란 생각이 들지만 어쩌겠는가, 제목도 대혼돈인데.마블유니버스 챕터2의 아주 강렬하고 본격적인 스타트."
10,"나만 좋았나,,,"
10,난 진짜 정말 재밌게 봄 이 영화보려면 3D로 봐라
9,아무정보없이 봤는데스토리 굳=탄탄+반전두어개+소소감동.좀비물처럼 보이는 장면도 있어 웃기기도 했고깜짝놀래키는부분 세넷.타 히어로영화와 콜라보에 기뻐 흥분했습니다.
2,완다의 사연으로 영화를 끌고가는건 무리수였다.이제 마블 안 볼거다. 배우들 연기가 아까웠다ㅠㅠㅠ베네딕트....ㅠㅠㅠㅠ
10,걍 빨리 봐라 지린다..
10,재밌게 봤습니다 ㅎㅎ 신선해요
10,평이 왜안좋은지 이해가안되네요...마블시리즈 최근꺼중에 젤재밌었는데..
10,다른 마블보다 재밌어요.
10,"내용, 스케일 모두 만족할만한 재미있는 영화였습니다."
10,너무 재밌었음. 평점7은에바
9,처음부터 액션으로 극장을 꽉꽉 채운다. 이 영화 보기 전에 최소한 디즈니+ 완다비전 보기를 적극 권장합니다. 포스터만 봐도 완다가 왜 이상한 왕관 쓰고 잇는지 모르는분들 많을 거라 생각 합니다.
7,호러전문 감독과 디즈니식의 유치한 갬성 멀티버스로 판 키우고 정신 없어진 마블 페이지4 셋이 아주 신이나서 엉키고 설키고
10,샘형 하고 싶은거 다 한 영화. 그래서 본인 영화 오마주와 클리쉐가 난무해서 더 좋았음. 개인적으로 최근 마블 영화 중 압도적으로 제일 훌륭했지 않았나 싶음.
6,소소입니당ㅎㅎㅎ^^
10,진짜대박입니다!!근5년간본영화중 최고의 연출!!ㅜㅜㅜ 배우들의 다중연기는 진짜진짜최고. N차 관람 예정. 해리포터.반지의제왕을 재밌게봤으면 거기에+호러+멀티버스 세계가 추가됐다고보면됩니다. Sprit을 다루는 걸 좋아하시는 분들 강추
2,뭐가뭔지 하나도 모르겠는영화 마블영회가 맞나..?
10,앞으로 기대가 됩니다 ㅎㅎ
9,시간가는지 모르고 봤어요..근데 잔인한 부분이 있어서 깜짝 잘 놀라는 분들한테는 추천드리고 싶지 않네요..그래도 재미는 있어요!!!!글구 쿠키영상 두번째는 보시면 기분이 상당히 ___하실겁니다
9,기존 마블영화스타일이랑 좀 달라서 호불호가 갈리는 작품인듯 개인적으로는 호!신박하고 재미있었음
10,연기력이좋았어요bbCg굿 중간중간 무섭네요 ㅜ
10,재밌게 보았네요 ㅋㅋㅋㅋ
7,시각적으로는 풍부하다.
2,대혼돈의 유치찬란가여운 닥터
6,유치했어요...마블팬인데 정신없고 유치했어요특히 완다ㅋㅋㅋ아니 악역인데 왜 모성애가....
8,이게 마블 영화인가 호러영화인가.. 음표나오는 부분 빼곤 재밌었다.. 특히 타락한영혼과 합체한 좀비스트레인지는 ㅈ간지 그자체
6,난 좀비영화인줄 알앗다규
8,뭐 전반적인 내용은 만족했으나 닥스 영화인지 워킹 데드영화인지 헷갈렸던 영화ㅋㅋㅋ 그래도 뭐 나름 재밋었기때문에 2점만 깍은 8점!!
