분류,부정리뷰,cleaned_text,spell_check
부정,"개개인의 취향에 따라 의견이 다소 엇갈릴 수 있으나, 필자는 마블 팬임에도 불구하고 실망과 동시에 허무했음. 어쩌면 팬이라 얻은 감정일수도 있다고 생각도 함. 가장 큰 실망감은 아무래도 약한 스티븐의 모습이 아닐까함. 전작인 닥스1부터 엔드게임까지 스티븐의 모먼트는 우리의 눈과 귀를 즐겁게 해주었는데, 이번 스티븐의 모먼트는 위의 감정을 느끼게 함. 우린 upgrade 를 기대하며 즐기고, 그에 반대인 downgrade는 언제나 실망의 요소가 된다. downgrade 된 스티븐의 모습은 꽤나 실망스러웠다.",개개인의 취향에 따라 의견이 다소 엇갈릴 수 있으나 필자는 마블 팬임에도 불구하고 실망과 동시에 허무했음 어쩌면 팬이라 얻은 감정일수도 있다고 생각도 함 가장 큰 실망감은 아무래도 약한 스티븐의 모습이 아닐까함 전작인 닥스1부터 엔드게임까지 스티븐의 모먼트는 우리의 눈과 귀를 즐겁게 해주었는데 이번 스티븐의 모먼트는 위의 감정을 느끼게 함 우린 upgrade 를 기대하며 즐기고 그에 반대인 downgrade는 언제나 실망의 요소가 된다 downgrade 된 스티븐의 모습은 꽤나 실망스러웠다,개개인의 취향에 따라 의견이 다소 엇갈릴 수 있으나 필자는 마블 팬임에도 불구하고 실망과 동시에 허무했으면 어쩌면 팬이라 얻은 감정일 수도 있다고 생각도 함 가장 큰 실망감은 아무래도 약한 스티븐의 모습이 아닐까 함 전작인 닥스 1부터 엔드게임까지 스티븐의 모멘트는 우리의 눈과 귀를 즐겁게 해주었는데 이번 스티븐의 모멘트는 위의 감정을 느끼게 함 우린 upgrade를 기대하며 즐기고 그에 반대인 downgrade는 언제나 실망의 요소가 된다 downgrade 된 스티븐의 모습은 꽤나 실망스러웠다
부정,재미는 있었는데 닥스가 주인공같지 않고 완다가 주인공 같았음 개인적으로 완다 싫어하는데 자기애들 보고싶다고 선한 사람들 다 죽여대는게 말이 되냐 이유부터가 너무 단순해서 어이가 없더라 히어로들 마법사들 전투력이 약해서 깜짝놀람 왜 완다 얘기를 닥스에서 풀어대냐고 진심 짜증남 내가 젤 좋아하는 닥스인데 이런식으로 빅엿을 주다니,재미는 있었는데 닥스가 주인공같지 않고 완다가 주인공 같았음 개인적으로 완다 싫어하는데 자기애들 보고싶다고 선한 사람들 다 죽여대는게 말이 되냐 이유부터가 너무 단순해서 어이가 없더라 히어로들 마법사들 전투력이 약해서 깜짝놀람 왜 완다 얘기를 닥스에서 풀어대냐고 진심 짜증남 내가 젤 좋아하는 닥스인데 이런식으로 빅엿을 주다니,재미는 있었는데 닥스가 주인공 같지 않고 완다가 주인공 같았음 개인적으로 완다 싫어하는데 자기애들 보고 싶다고 선한 사람들 다 죽여대는 게 말이 되냐 이유부터가 너무 단순해서 어이가 없더라 히어로들 마법사들 전투력이 약해서 깜짝 놀람 왜 완다 얘기를 닥스에서 풀어대냐고 진심 짜증 남 내가 젤 좋아하는 닥스인데 이런 식으로 빅엿을 주다니
부정,"실망이 크다, 설날 특선으로 해줘도 끝까지 안볼듯. 참고로 최근 스타이더맨편 빼고 모든 마블영화 다 재밌었던 1인.근데 연기는 미쳤음 진짜.완다 연기 진짜 미쳤음, 절대 깔수가 없음.",실망이 크다 설날 특선으로 해줘도 끝까지 안볼듯 참고로 최근 스타이더맨편 빼고 모든 마블영화 다 재밌었던 1인 근데 연기는 미쳤음 진짜 완다 연기 진짜 미쳤음 절대 깔수가 없음,실망이 크다 설날 특선으로 해줘도 끝까지 안 볼 듯 참고로 최근 스타이 더 맨 편 빼고 모든 마블 영화 다 재밌었던 1인 근데 연기는 미쳤음 진짜 완다 연기 진짜 미쳤음 절대 깔 수가 없음
부정,이 영화의 스토리가 탄탄하다고 여겨지는게 신기할 따름이다.,이 영화의 스토리가 탄탄하다고 여겨지는게 신기할 따름이다,이 영화의 스토리가 탄탄하다고 여겨지는 게 신기할 따름이다
부정,마블영화로써도 최악 삼류 공포영화로써도 최악.. 전작 닥스1에 비해 너무 노잼.. 뇌절 뇌절을 넘어 마블 손절각을 만든 최악의 작품..,마블영화로써도 최악 삼류 공포영화로써도 최악 전작 닥스1에 비해 너무 노잼 뇌절 뇌절을 넘어 마블 손절각을 만든 최악의 작품,마블 영화로써도 최악 삼류 공포영화로써도 최악 전작 닥스 1에 비해 너무 나 잼 뇌정 네 절을 넘어 마블 손절가 가을 만든 최악의 작품
부정,마블 왜 이래 개실망함 ㅜㅜ,마블 왜 이래 개실망함 ,마블 왜 이래 개 살망함
부정,말할수없는 비밀 + 예토전생 + 일루미나티 = 매직키드 마수리,말할수없는 비밀 예토전생 일루미나티 매직키드 마수리,말할 수 없는 비밀 예토 전생 일루미나티 매직키드 마수리
부정,그냥 집에서 보세요..,그냥 집에서 보세요,그냥 집에서 보세요
부정,장르가 되어버린 마블이 호러와 외도로 인해 모든 마블의 역사가 무너져버린 계기가 된듯하다.,장르가 되어버린 마블이 호러와 외도로 인해 모든 마블의 역사가 무너져버린 계기가 된듯하다,장르가 되어버린 마블이 호러와 외도로 인해 모든 마블의 역사가 무너져버린 계기가 된듯하다
부정,1점 영화는 아니었으나 평점이 높아서 1점 줌,1점 영화는 아니었으나 평점이 높아서 1점 줌,1점 영화는 아니었으나 평점이 높아서 1점 줌
부정,별로던데요 그냥 좀 그랫어요,별로던데요 그냥 좀 그랫어요,별로던데요 그냥 좀 그랬어요
부정,미친듯이 사랑했던 전 여친이 마약중독자 연쇄살인마가 되서 나타나면 이런 기분일까? 내가 사랑했던 마블은 이제 죽었다.,미친듯이 사랑했던 전 여친이 마약중독자 연쇄살인마가 되서 나타나면 이런 기분일까 내가 사랑했던 마블은 이제 죽었다,미친 듯이 사랑했던 전 여자친구가 마약중독자 연쇄 살인마가 돼서 나타나면 이런 기분일까 내가 사랑했던 마블은 이제 죽었다
부정,영상미 이외에는 정말 지루한 영화.. 기대는 많이 하고 가지 마세요. 후회합니다ㅠ,영상미 이외에는 정말 지루한 영화 기대는 많이 하고 가지 마세요 후회합니다 ,영상미 이외에는 정말 지루한 영화 기대는 많이 하고 가지 마세요 후회합니다 
부정,진심으로 솔직하게 해리포터와 마법사의 돌이 더 박진감넘치고. 모든 면에서 월등하다 생각합니다,진심으로 솔직하게 해리포터와 마법사의 돌이 더 박진감넘치고 모든 면에서 월등하다 생각합니다,진심으로 솔직하게 해리 포터와 마법사의 돌이 더 박진감 넘치고 모든 면에서 월등하다 생각합니다
부정,보다가 어이가 없어서 피식거림,보다가 어이가 없어서 피식거림,보다가 어이가 없어서 피식거림
부정,진입 장벽이 낮지는 않은 느낌,진입 장벽이 낮지는 않은 느낌,진입 장벽이 낮지는 않은 느낌
부정,히어로 영화를 양지로 끌어올린건 MCU이지만 음지로 집어넣을것도 MCU일거라고 느꼈다.,히어로 영화를 양지로 끌어올린건 MCU이지만 음지로 집어넣을것도 MCU일거라고 느꼈다,히어로 영화를 양지로 끌어올린 건 MCU이지만 음지로 집어넣을 것도 MCU 일 거라고 느꼈다
부정,진짜 재미없어서 도중에 나가고싶었어요,진짜 재미없어서 도중에 나가고싶었어요,진짜 재미없어서 도중에 나가고 싶었어요
부정,완다의 사연으로 영화를 끌고가는건 무리수였다.이제 마블 안 볼거다. 배우들 연기가 아까웠다ㅠㅠㅠ베네딕트....ㅠㅠㅠㅠ,완다의 사연으로 영화를 끌고가는건 무리수였다 이제 마블 안 볼거다 배우들 연기가 아까웠다 베네딕트 ,완다의 사연으로 영화를 끌고 가는 건 무리수였다 이제 마블 안 볼 거다 배우들 연기가 아까웠다 베네딕트 
부정,뭐가뭔지 하나도 모르겠는영화 마블영회가 맞나..?,뭐가뭔지 하나도 모르겠는영화 마블영회가 맞나 ,뭐가 뭔지 하나도 모르겠는 영화 마블 영희가 맞나 
부정,대혼돈의 유치찬란가여운 닥터,대혼돈의 유치찬란가여운 닥터,대혼돈의 유치찬란 가여운 닥터
부정,CG팀을 갈아넣어서 영상미가 좋은 구린 영화주체를 알 수 없음공포영화인건지 코믹인건지 납득 불가그냥 구림,CG팀을 갈아넣어서 영상미가 좋은 구린 영화주체를 알 수 없음공포영화인건지 코믹인건지 납득 불가그냥 구림,CG 팀을 갈아 넣어서 영상미가 좋은 구린 영화 주체를 알 수 없음 공포영화인 건지 코믹인 건지 납득 불가 그냥 구림
부정,"진짜 최악 …… 무료로 봤는데도 아까울 정도 ,, 스토리 갑자기 뭐지??? 이생각을 계속 했어요. 공포물 아니면서 일부로 놀랄 포인트 자꾸 만들고 마지막엔 좀비처럼 …. 이게 뭔가 싶어요 …. 시간이 너무 아까움. 스토리도 허무하고 시작부터가 불친절함하고 내용이 진행될수록 정리가 아니라 산만하다. 그냥 이 히어로 저 히어로 포함시키기 급급했던 영화,, 마블 제발 영상도 중요한데 스토리도 챙겨주세요.. 대부분 나오면서 기대안하고 봐서 다행이라고 하시더라고요 ㅎㅎ",진짜 최악 무료로 봤는데도 아까울 정도 스토리 갑자기 뭐지 이생각을 계속 했어요 공포물 아니면서 일부로 놀랄 포인트 자꾸 만들고 마지막엔 좀비처럼 이게 뭔가 싶어요 시간이 너무 아까움 스토리도 허무하고 시작부터가 불친절함하고 내용이 진행될수록 정리가 아니라 산만하다 그냥 이 히어로 저 히어로 포함시키기 급급했던 영화 마블 제발 영상도 중요한데 스토리도 챙겨주세요 대부분 나오면서 기대안하고 봐서 다행이라고 하시더라고요 ,진짜 최악 무료로 봤는데도 아까울 정도 스토리 갑자기 뭐지 이 생각을 계속했어요 공포물 아니면서 일부로 놀랄 포인트 자꾸 만들고 마지막엔 좀비처럼 이게 뭔가 싶어요 시간이 너무 아까움 스토리도 허무하고 시작부터가 불친절함하고 내용이 진행될수록 정리가 아니라 산만하다 그냥 이 히어로 저 히어로 포함시키기 급급했던 영화 마블 제발 영상도 중요한데 스토리도 챙겨주세요 대부분 나오면서 기대 안 하고 봐서 다행이라고 하시더라고요 
부정,찐마블팬이면 모르겠으나... 드라마인지뭔지 안보면 졸리더라,찐마블팬이면 모르겠으나 드라마인지뭔지 안보면 졸리더라,찐 마블 팬이면 모르겠으나 드라마인지 뭔지 안 보면 졸리더라
부정,망 언제 끝나나만 두시간 내내 생각했음,망 언제 끝나나만 두시간 내내 생각했음,망 언제 끝나나만 두 시간 내내 생각했음
부정,"옛날 마블만 해도 재미있었는데확실히 망해가는게 보이네요,, 개연성이 맞지도 않고 참..그래도 전투씬 음표배틀은 참신해요",옛날 마블만 해도 재미있었는데확실히 망해가는게 보이네요 개연성이 맞지도 않고 참 그래도 전투씬 음표배틀은 참신해요,옛날 마블만 해도 재미있었는데 확실히 망해가는 게 보이네요 개연성이 맞지도 않고 참 그래도 전투신 음표 배틀은 참신해요
부정,유치한 장면이 많이 나와요~스토리도 별로고,유치한 장면이 많이 나와요 스토리도 별로고,유치한 장면이 많이 나와요 스토리도 별로고
부정,"마블영화, 시리즈 포함해서 가장재미없었던 영화.마블 좋아해서 디즈니플러스 가입해서 완다비전, 로키 등등 빠짐없이 봐서 닥스2 내용은 다 이해하지만 연출이나 스토리가 너무 정성이 없었음. 액션도 부족, 내용도 유치+허술하고 쥐어짜낸 느낌. 멀티버스를 너무 집착하는 것 같음. 죽은자 드림워킹할 때 영혼들 나오는것도 어이없고.. 아무튼 재미도 감동도 없었음.유튜브에서 요약본 보길 추천",마블영화 시리즈 포함해서 가장재미없었던 영화 마블 좋아해서 디즈니플러스 가입해서 완다비전 로키 등등 빠짐없이 봐서 닥스2 내용은 다 이해하지만 연출이나 스토리가 너무 정성이 없었음 액션도 부족 내용도 유치 허술하고 쥐어짜낸 느낌 멀티버스를 너무 집착하는 것 같음 죽은자 드림워킹할 때 영혼들 나오는것도 어이없고 아무튼 재미도 감동도 없었음 유튜브에서 요약본 보길 추천,마블 영화 시리즈 포함해서 가장 재미없었던 영화 마블 좋아해서 디즈니 플러스 가입해서 완다 비전 로키 등등 빠짐없이 봐서 닥스 2 내용은 다 이해하지만 연출이나 스토리가 너무 정성이 없었음 액션도 부족 내용도 유치 허술하고 쥐어짜낸 느낌 멀티버스를 너무 집착하는 것 같음 죽은 자 드림 워킹할 때 영혼들 나오는 것도 어이없고 아무튼 재미도 감동도 없었음 유튜브에서 요약본 보길 추천
부정,호불호가 갈리는게 신기할 정도로 저는 별로였습니다. 스토리에 개연성이 부족하고 연출이 유치하다는 생각이 종종 들었어요. 물론 재밌게 보신 분들의 의견은 존중합니다.,호불호가 갈리는게 신기할 정도로 저는 별로였습니다 스토리에 개연성이 부족하고 연출이 유치하다는 생각이 종종 들었어요 물론 재밌게 보신 분들의 의견은 존중합니다,호불호가 갈리는 게 신기할 정도로 저는 별로였습니다 스토리에 개연성이 부족하고 연출이 유치하다는 생각이 종종 들었어요 물론 재밌게 보신 분들의 의견은 존중합니다
