분류,긍정리뷰,cleaned_text,spell_check
긍정,다양한 멀티버스 이동때 연출이 소름~,다양한 멀티버스 이동때 연출이 소름 ,다양한 멀티버스 이동 때 연출이 소름 
긍정,"마블팬이라면 대환장 파티였음. 닥스의 울컥 감정부터, 완다의 감정까지 그대로 전달이 다 됐다. 여기에 b급 호러 연출도 참 재미 있었다. 완벽했음. 닥스의 진면목을 잘 볼 수 있었던 영화임.",마블팬이라면 대환장 파티였음 닥스의 울컥 감정부터 완다의 감정까지 그대로 전달이 다 됐다 여기에 b급 호러 연출도 참 재미 있었다 완벽했음 닥스의 진면목을 잘 볼 수 있었던 영화임,마블 팬이라면 대 환장 파티였음 닥스의 울컥 감정부터 완다의 감정까지 그대로 전달이 다 됐다 여기에 b급 호러 연출도 참 재미있었다 완벽했음 닥스의 진면목을 잘 볼 수 있었던 영화임
긍정,재밌는데여 완다 보고 오세여,재밌는데여 완다 보고 오세여,재밌는데요 완다 보고 오세요
긍정,디플 드라마 다봐서 그런지 전 잘봤어요:),디플 드라마 다봐서 그런지 전 잘봤어요 ,디플 드라마 다 봐서 그런지 전 잘 봤어요
긍정,생각보다 넘 재미있었어요 이 영화보고 베네틱트컴버배치 팬이 되어버렸어요 ㅎㅎ 기회가 된다면 또 보러갈 생각입니다. 3나오면 볼게요 시험기간이랑 개봉일이 겹치지 않았으면 좋겠네요 영화관가서 보러가길 잘한거 같아요,생각보다 넘 재미있었어요 이 영화보고 베네틱트컴버배치 팬이 되어버렸어요 기회가 된다면 또 보러갈 생각입니다 3나오면 볼게요 시험기간이랑 개봉일이 겹치지 않았으면 좋겠네요 영화관가서 보러가길 잘한거 같아요,생각보다 너무 재미있었어요 이 영화 보고 베네틱트컴버배치 팬이 되어버렸어요 기회가 된다면 또 보러 갈 생각입니다 3 나오면 볼게요 시험기간이랑 개봉일이 겹치지 않았으면 좋겠네요 영화관 가서 보러 가길 잘한 거 같아요
긍정,짱 재밌었어요,짱 재밌었어요,정말 재밌었어요
긍정,전 겁나 재밌게 봤음다다다다,전 겁나 재밌게 봤음다다다다,전 겁나 재밌게 봤음 다다다다
긍정,꿀잼꿀잼꿀꿀잼꿀잼꿀잼,꿀잼꿀잼꿀꿀잼꿀잼꿀잼,꿀 잼 꿀 잼 꿀 꿀 잼 꿀 잼 꿀 잼
긍정,난 좋았는데 다들 넘하넹,난 좋았는데 다들 넘하넹,난 좋았는데 다들 넘하넹
긍정,개인적으로 정말 재밌게 봤습니다 솔직히 완다 비전 안 봐도 이해 잘 되고요 저는 아이맥스로 한 번 더 보러 갑니다! 그리고 쿠키영상은 두 개이니 꼭 확인해 보세용 마블 영화는 쿠키 보는 맛으로 보는 거니까요,개인적으로 정말 재밌게 봤습니다 솔직히 완다 비전 안 봐도 이해 잘 되고요 저는 아이맥스로 한 번 더 보러 갑니다 그리고 쿠키영상은 두 개이니 꼭 확인해 보세용 마블 영화는 쿠키 보는 맛으로 보는 거니까요,개인적으로 정말 재밌게 봤습니다 솔직히 완다 비전 안 봐도 이해 잘 되고요 저는 아이맥스로 한 번 더 보러 갑니다 그리고 쿠키영상은 두 개이니 꼭 확인해 보세용 마블 영화는 쿠키 보는 맛으로 보는 거니까요
긍정,완다비전 보고 봤더니 완다한테 감정이입되서 재밌게 봤다,완다비전 보고 봤더니 완다한테 감정이입되서 재밌게 봤다,완다 비전 보고 봤더니 완다한테 감정이입돼서 재밌게 봤다
긍정,마블팬이라면 꼭 봐야 할 영화,마블팬이라면 꼭 봐야 할 영화,마블 팬이라면 꼭 봐야 할 영화
긍정,닥터스트레인지2 3차 관람 했음 볼때마다 완다의 마지막이 참 안타깝게 느껴짐 차라리 차베즈에게 도움을 요청해서 불의의 사고로 완다를 잃어 고아가된 두 아이가 있는 세계를 찾아가는게 그나마 더 낫지 않을까 생각된다,닥터스트레인지2 3차 관람 했음 볼때마다 완다의 마지막이 참 안타깝게 느껴짐 차라리 차베즈에게 도움을 요청해서 불의의 사고로 완다를 잃어 고아가된 두 아이가 있는 세계를 찾아가는게 그나마 더 낫지 않을까 생각된다,닥터 스트레인지 2 3차 관람했으면 볼 때마다 완다의 마지막이 참 안타깝게 느껴짐 차라리 차베스에게 도움을 요청해서 불의의 사고로 완다를 잃어 고아가 된 두 아이가 있는 세계를 찾아가는 게 그나마 더 낫지 않을까 생각된다
긍정,완다비전 드라마는 꼭 보고오세요,완다비전 드라마는 꼭 보고오세요,완다 비전 드라마는 꼭 보고 오세요
긍정,완다때매 울었네 완다 최고야,완다때매 울었네 완다 최고야,완다 땜에 울었네 완다 최고야
긍정,배우들 연기가 좋고 영화도 재밌어요,배우들 연기가 좋고 영화도 재밌어요,배우들 연기가 좋고 영화도 재밌어요
긍정,와 대박 이번꺼 너무 재밌습니다,와 대박 이번꺼 너무 재밌습니다,와 대박 이번 거 너무 재밌습니다
긍정,재밌는데 평점이 낮네요 :),재밌는데 평점이 낮네요 ,재밌는데 평점이 낮네요 
긍정,재미지다요ㅋㅋ대혼돈,재미지다요 대혼돈,재미지어요 대혼돈
긍정,진짜 ㄹㅇ 조온나게 재밋음,진짜 조온나게 재밋음,진짜 조온 나게 재밌음
긍정,완다 생각하니 너무 가슴 아팠고 정말 재밌었다,완다 생각하니 너무 가슴 아팠고 정말 재밌었다,완다 생각하니 너무 가슴 아팠고 정말 재밌었다
긍정,이해 못하는사람들은 디즈니 플러스이 완다비전 / 로키 를 보고 다시봐라 평점 떨구지 말고 !!여러분 닥2 진짜 너무 명작 개잼잇슴다°,이해 못하는사람들은 디즈니 플러스이 완다비전 로키 를 보고 다시봐라 평점 떨구지 말고 여러분 닥2 진짜 너무 명작 개잼잇슴다 ,이해 못 하는 사람들은 디즈니 플러스의 완다 비전 로키를 보고 다시 봐라 평점 떨구지 말고 여러분 닥 2 진짜 너무 명작 개 재밌습니다
긍정,기대한것만큼 재미있었음,기대한것만큼 재미있었음,기대한 것만큼 재미있었음
긍정,넘재미있었어요! 마블최고으영화!,넘재미있었어요 마블최고으영화 ,너무 재미있었어요 마블 최고의 영화
긍정,완다비전을 안보고 가면 7점대 보고가면 9점대 평점 나옵니다 레알루 이해못하면 재미도 없음,완다비전을 안보고 가면 7점대 보고가면 9점대 평점 나옵니다 레알루 이해못하면 재미도 없음,완다 비전을 안 보고 가면 7점대 보고 가면 9점대 평점 나옵니다 레알로 이해 못 하면 재미도 없음
긍정,영상미 cg 미쳤음 영화관에서 봐야함,영상미 cg 미쳤음 영화관에서 봐야함,영상미 cg 미쳤음 영화관에서 봐야 함
긍정,재재미미따따완완전전,재재미미따따완완전전,재재미미따따완완전전
긍정,최고더 꼭봐러 최고 낄낄,최고더 꼭봐러 최고 낄낄,최고 더 꼭 봐라 최고 낄낄
긍정,덕후들에게는 감동을 일반인에겐 그냥 킬링 타임일듯,덕후들에게는 감동을 일반인에겐 그냥 킬링 타임일듯,덕후들에게는 감동을 일반인에겐 그냥 킬링 타임일 듯
긍정,기대를 많이하고 보지는 않았는데 너무 재미있었음 역시 닥스,기대를 많이하고 보지는 않았는데 너무 재미있었음 역시 닥스,기대를 많이 하고 보지는 않았는데 너무 재미있었음 역시 닥스
긍정,영화 내용이 원작이랑 가까워지면서 지들이 좀 모르겟다고 재미앖다고 징징대는 멍청이 걸러지는 영화. 개꿀잼,영화 내용이 원작이랑 가까워지면서 지들이 좀 모르겟다고 재미앖다고 징징대는 멍청이 걸러지는 영화 개꿀잼,영화 내용이 원작이랑 가까워지면서 자기들이 좀 모르겠다고 재미앖다고 징징대는 멍청이 걸러지는 영화 개꿀 잼
긍정,샘 레에미 감독의 개성이 묻어나서 충분히 재미있는 영화였다,샘 레에미 감독의 개성이 묻어나서 충분히 재미있는 영화였다,샘 레에 미 감독의 개성이 묻어나서 충분히 재미있는 영화였다
긍정,대환장의 멀티버스ㅋㅋ,대환장의 멀티버스 ,대 환장의 멀티버스 
긍정,재미있게 잘 봤습니다.,재미있게 잘 봤습니다,재미있게 잘 봤습니다
긍정,진짜 재밌게 봤습니다ㅏㅏㅏ,진짜 재밌게 봤습니다 ,진짜 재밌게 봤습니다 
긍정,저는 진짜 재미있게 봤어요 영상도 멋있었고 스토리 라인도 좋았어요 돈아깝지 않게 잘보고 왔습니다,저는 진짜 재미있게 봤어요 영상도 멋있었고 스토리 라인도 좋았어요 돈아깝지 않게 잘보고 왔습니다,저는 진짜 재미있게 봤어요 영상도 멋있었고 스토리 라인도 좋았어요 돈 아깝지 않게 잘 보고 왔습니다
긍정,스칼렛 위치랑 일루미나티 싸우는 장면이 인상깊었어요,스칼렛 위치랑 일루미나티 싸우는 장면이 인상깊었어요,스칼렛 위치랑 일루미나티 싸우는 장면이 인상 깊었어요
긍정,10점까진 아니지만 8점은 넘어야할듯함,10점까진 아니지만 8점은 넘어야할듯함,10점까진 아니지만 8점은 넘어야 할듯함
긍정,재밌음 우흐흥 뭔 말이 필요함,재밌음 우흐흥 뭔 말이 필요함,재밌음 우흐흥 뭔 말이 필요함
긍정,재미만있는데 왜들 그러신지.. 근데 모성애때문에 그런건 이해안감,재미만있는데 왜들 그러신지 근데 모성애때문에 그런건 이해안감,재미만 있는데 왜들 그러신지 근데 모성애 때문에 그런 건 이해 안 감
긍정,쿠키영상 2개예요 둘 다 꼭 보세요! 온몸에 전율,쿠키영상 2개예요 둘 다 꼭 보세요 온몸에 전율,쿠키영상 2개예요 둘 다 꼭 보세요 온몸에 전율
긍정,연기 스토리 짱 너무 재미있어요,연기 스토리 짱 너무 재미있어요,연기 스토리 짱 너무 재미있어요
긍정,딱 재밌게 볼 만한 영화 완다는 끔찍한 빌런이기도 하지만 너무 딱했다..,딱 재밌게 볼 만한 영화 완다는 끔찍한 빌런이기도 하지만 너무 딱했다,딱 재밌게 볼 만한 영화 완다는 끔찍한 빌런이기도 하지만 너무 딱했다
긍정,너무 재미있게 봤습니다. 처음부터 끝까지 눈을 떼지 못했습니다,너무 재미있게 봤습니다 처음부터 끝까지 눈을 떼지 못했습니다,너무 재미있게 봤습니다 처음부터 끝까지 눈을 떼지 못했습니다
긍정,새로운 느낌의 마블 영화라서 재밌었다.맨날 같은 스타일이 아닌 간만에 새로운 스타일이라 재밌었음.이블데드 같은 느낌도 나고..오락영화로 잼다,새로운 느낌의 마블 영화라서 재밌었다 맨날 같은 스타일이 아닌 간만에 새로운 스타일이라 재밌었음 이블데드 같은 느낌도 나고 오락영화로 잼다,새로운 느낌의 마블 영화라서 재밌었다 맨날 같은 스타일이 아닌 오래간만에 새로운 스타일이라 재밌었음 이블 데드 같은 느낌도 나고 오락영화로 잼다
긍정,01010100101,01010100101,01010100101
긍정,양자역학으로 완전 흥미로움.,양자역학으로 완전 흥미로움,양자역학으로 완전히 흥미로움
긍정,간만에 재밌는 마블다운 마블 영화를 본 느낌! 왜 평이 낮은지 이해가 안가네,간만에 재밌는 마블다운 마블 영화를 본 느낌 왜 평이 낮은지 이해가 안가네,오래간만에 재밌는 마블 다운 마블 영화를 본 느낌 왜 평이 낮은지 이해가 안가네
긍정,나름 볼만합니다 추천합니다,나름 볼만합니다 추천합니다,나름 볼만합니다 추천합니다
긍정,신 넘어가는거 빼고는 다 좋았다,신 넘어가는거 빼고는 다 좋았다,신 넘어가는 거 빼고는 다 좋았다
긍정,두번째 쿠키 꼭보세요 대박입니다,두번째 쿠키 꼭보세요 대박입니다,두 번째 쿠키 꼭 보세요 대박입니다
긍정,닥터스트레인지보다 완다가 더 주인공같네요ㅋㅋㅋ,닥터스트레인지보다 완다가 더 주인공같네요 ,닥터 스트레인지보다 완다가 더 주인공 같네요
긍정,꿀잼 꿀잼입니다 꼭보셍?ㄷ,꿀잼 꿀잼입니다 꼭보셍 ,꿀 잼 꿀 잼입니다 꼭보셍
긍정,"공포영화스럽다는 말 듣고 마음 다잡으면서 보긴 했는데 중간중간 나오는 연출에 깜짝 놀랬음 ㅜㅜ 이게,, 12세,,,? 그래두 시간가는줄 모르고 재밌게봤다",공포영화스럽다는 말 듣고 마음 다잡으면서 보긴 했는데 중간중간 나오는 연출에 깜짝 놀랬음 이게 12세 그래두 시간가는줄 모르고 재밌게봤다,공포영화스럽다는 말 듣고 마음 다잡으면서 보긴 했는데 중간중간 나오는 연출에 깜짝 놀랐음 이게 12세 그래도 시간 가는 줄 모르고 재밌게 봤다
긍정,MCU영화는 이제 아무나 볼 수 있는 단계가 아니다. 필요한 배경 지식이 너무 많아졌다.,MCU영화는 이제 아무나 볼 수 있는 단계가 아니다 필요한 배경 지식이 너무 많아졌다,MCU 영화는 이제 아무나 볼 수 있는 단계가 아니다 필요한 배경 지식이 너무 많아졌다
긍정,내용을 안다면 미친영화,내용을 안다면 미친영화,내용을 안다면 미친 영화
긍정,완다 개쎄네 왓이프랑 완다비전이랑 다보고 봐야됨케빈형님이 다 계획이 있었네 재밌게 잘봤다 연출도 좋았고 기대이상으로 충족시켜줬음 대다나다,완다 개쎄네 왓이프랑 완다비전이랑 다보고 봐야됨케빈형님이 다 계획이 있었네 재밌게 잘봤다 연출도 좋았고 기대이상으로 충족시켜줬음 대다나다,완다 개어 네 왓 이프랑 완다 비전이랑 다 보고 봐야됨케빈형님이 다 계획이 있었네 재밌게 잘 봤다 연출도 좋았고 기대 이상으로 충족시켜줬음 대단하다
긍정,역시... 최고★ 계속 마블 개봉하기를,역시 최고 계속 마블 개봉하기를,역시 최고 계속 마블 개봉하기를
