분류,spell_check
0,보지 마세요 돈 아끼세요 개연성 없고 유치하고 재미없어요 어이없어서 웃음 나옵니다
0,코로 나균과 함께 잘 잤습니다
0,역대 마블 영화 중 최악이네요 스토리도 안일하고 액션도 안일하고 씨지도 두드러지지도 않고
0,월요일 휴무라 오랜만에 친구랑 가서 보다 나옴 먼저 나가자는 말을 못 해서 그나마 좀 앉아 있었음 우리가 나오니까 사람들 막 따라나옴 영화 20분 정도 남았는데
0,영화를 이해하기 위해선 봐야 하는 영화나 드라마가 너무 많았다
0,촌스러움 그 자체 호불호가 많이 갈리는듯하다 난 불호
0,마블이어서 볼 수밖에 없었던 영화 B급 감성 풀풀
0,유치원생들한테나 어울릴법한 저급하고 유아스러운 영화라고 부르기도 아까운 쓰레기
0,히어로물에 공포 요소를 더한 게 아닌 공포물에 히어로 요소를 더한 샘 레이미가 만들어낸 b급 영화
0,졸려서 중간에 잠들뻔함 스토리가 너무 빈약함 스토리에서 자연스럽게 따라오는 긴장이나 몰입이 없어서 호러스러운 장면으로 억지 긴장감 유발한 거 같음
0,아저씨 쌀국수에 고수 빼달라니깐요
0,마법이 아니라 좀비 영화 본 느낌 아이언맨 죽은 이후로는 마블 좀
0,완다 주연의 공포영화
0,로키 완다 비전 다 봤지만 실드 불가 페이즈 4부터 너무 스토리도 중구난방인데 감독까지 중구난방 이터 널스는 예술영화 만들어놓고 닥스 2는 70년대 유치한 호러 무비를 만들어 놓았다
0,어벤저스 4에 이어지는 감동을 기대하면 안 됨 다소 억지스러운 스토리 전개가 계속 거슬림 영상미는 훌륭하고 멀티버스 확장은 좋고 결말도 나쁘진 않은데 기대한 것과는 많이 다름 중간에 공포영환줄 알았음 좀비까지 나오고 옆자리 관객은 중간에 나가서 안 들어오는데 그래도 그 정도까진 아님
0,MCU에 대해 잘 모르는 감독 대려다가 어설픈 공포로 버무리니깐 이도 저도 아니고 재미만 반감됐음
0,웃긴 정말 많이 웃었네요 너 무 유치하고 어이없어서 연출이 이상했던 건지 충분히 재밌었을 스토리가 풋 여러 군데에서 뿜었음요 가볍게 보고 지나가긴 좋았어요
0,이젠 드라마까지 봐야 되니 피곤하다 어벤저스 4 이후로 마블 영화는 마니아층만 보는 영화된 듯
0,좀비에 귀신 영화에 보면서도 월탱이가 없어서 웃겼다 마블 중에 스트레인지 잴 좋아하는 디 그냥 완다 영화다
0,기대했던 것보단 쓰읍
0,진심 별로였다 스릴러도 아니고 sf도 아니고
0,완다 연기력 빼곤 모조리 망해버린 영화 개연성 스토리 완성도를 놓여주는 자잘한 디테일 전부 박살 나버려서 전체적으로 조잡한 영화가 탄생함 보면서 닥스 패러디 영화 보는 줄 알았다
0,보다 나가고 싶은 영화는 첨이었음
0,마블 중 최악임 돈 아까움 나중에 넷플릭스나 왓챠에서 보세요
0,진심 스포 안 하는데 보지 마라
0,이번 영화로 마블 영화는 앞으로 기대 안 하고 볼란다 개연성 스토리 다 별로다 실 망
0,호러를 굉장히 싫어하는 사람으로서 왜 호러 요소들을 집어넣었는지 이해할 수 없음 연출 방법도 올드하고 깜짝 놀라는 장면도 몇 있었고 저는 모든 마블 영화와 드라마를 봤음에도 불구하고 개나 잼이었어요 스파이더맨은 정말 명작이었는데 완다 연기 보는 맛에 봤네요 이런 식이라면 마블에 쉽게 정에 땔 듯
0,진짜 1편의 스콧 에릭슨의 닥스가 정말 재미있었음 이번 샘 레이미 감독은 너무 유치하고 촌스러움 특히 액션은 타노스전이라고 생각하고 보면 정말 실망할 거임 감독이 바뀌어서 그런가 cg도 뭔가 1편만큼 임팩트 있게 연출이 안 된 것 같음 유머 신도 1편이 정말 자연스럽게 웃음이 나왔는데 이번 영화는 그냥 억지웃음 만드는 느낌임
0,배우들의 열연과 갈려나갔을 cg팀에게는 박수쳐주고 싶음 완다를 완전 공포스러운 빌런으로 묘사하고자 했던 시도도 새로웠고 재밌었는데 이 공포영화 클리셰를 후반까지 계속하니까 나중엔 너무 유치하게 느껴졌고 공포 분위기 뿐만 아니라 억지 감동 억지 전개가 너무 많았는데 멀티버스 세계가서 소중했던 기억 보여주는 가게 앞에서 뜬금없이 아메리카가 자기 엄마들 날려버린 기억이 등장하질 않나 날아다닐 수 있는 완다가 다리를 절면서 쫓아간다감 그리고 눈 세개달린 스트레인지가 증명해보라고 할 때 자기 여동생 못구한 얘기듣고 납득하는게 이해가 안갔음 어차피 다른 멀티버스면 똑같은 일을 겪는게 아니지않음 그리고 마지막에 사람들 죄다 희생시켜서 자기가 행복해지려던 완다가 마지막에 아메리카 힘 흡수해서 그냥 다른 멀티버스로 가면 되는걸 갑자기 눈물흘리면서 셀프 봉인엔딩까지 스파이더맨 노웨이홈하고 엔드게임이 너무 넘사벽급 재미여서 그런가 중반이후부터는 너무 재미없었고 너무 기대해서 본 것 치고는 진짜 1점짜리였음
0,닥터 1을 생각하면 이번 시리즈는 그냥 없던 편으로 생각하고 싶음 개연성이 떨어지고 스트레인지의 개성을 스토리 진행을 위해 뭉개버린 부분이 너무 아쉽다 새로운 캐릭터도 그다지 매력적이지 않고 쿠키는 첫 번째만 보세요
0,완다 무쌍 찍는 것만 한 시간 동안 보니깐 지루하네요 뭐 감동도 없고
0,마블에 세계관이나 철학은 사치야 제발 재밌게 만들어 달라
0,기대감에 비해 너무 실망스러웠음 샘 레이미 특유의 공포스럿연출은 좋았지만 캐릭터들을 이용하는 방식들은 너무 단순하고 유치함까지 느껴졌을 정도
0,이게 영화냐 완다가 수많은 사람들을 죽인 이유가 있지도 않은 자기 새끼들과 살겠다고 사람들을 죽이고 멸망으로 가져간다는 개 OOO 내용이 말이 되나 쓰레기 스토리 지루하고 돈이 아깝네요
0,어휴 돈 아깝다
0,진짜 재미없네
0,완다 비전 안 본 사람은 보지 마세요 보다가 어이 털리고 나 잼이라 보다 나옴
0,막장드라마 보는 것 같음
0,기대했던 거에 비해 실망만 남겨줌
0,분명 감독은 김이 탕을 만들어보려고 했을거다 비주얼은 구려도 색다른 시도 색다른 맛 호러와 히어로 이거 은근 괜찮네 이런 맛을 끌어내려 했지만 그냥 음식물 쓰레기를 만들어버렸다 히어로 장르에 대한 감독의 이해도가 심히 의심스럽다 그냥 꺼지고 b급 호러 영화나 쳐 만들러 갔으면 그리고 내가 봤을 때 감독도 완다 비전 안 보고 영화 만들었다 아니 하다못해 닥스 전작은 봤을까 봤으면 이렇게 같은 연출과 스토리가 나올 수가 없다
0,마블 여태 본 것 중 젤 별로였음 B급 호러 무비를 보는 것 같은 연출은 내가 뭘 보고 있는 건가 의심하게 만들고 완다의 빌런 전향은 솔직히 완다 비진도 다 봤지만 좀 억지스러웠음 흑마법에 홀려서 정신이 망가졌다고 해도 그리 몰입되진 않았고 다른 차원의 영웅들 갈갈이는 도대체 뭘 위한 연출인지 그냥 자극적이기만 했고 다 끝나고 나서 느낀 점은 나 뭘 본거지 아메리카의 등 장서 사물인가 마블 캐릭터로 만들어 낸 B급 호러 팬무비인가 인커젼에 대한 내용이 처음 나오면서 앞으로 나올 마블 영화의 자극적인 밑거름이 되었다 정도의 감상 밖에 느낄 수 없었습니다 기대가 컸던 만큼 아쉽네요 스칼렛 위치가 이렇게 소모되는 캐릭턴가 싶고
0,그냥 개연성 밥 말아 먹은 좆구데기 마블 닥스 2개만 가지고 해보려다 안된 쓰레기 B급 영화 안 보는 거 추천함 그냥 부모님이랑 밥이나 먹으러 가세요 아니면 여자친구랑 돈 더 보태서 레스토랑이나 가세요 연기만 잘했지 닥스 완다 나머지는 쓰레기에 가까움 스칼렛의 감정에 몰입하니 어쩌니 문제가 아님 온갖 허접한 판자로 막은듯한 설정 정신 나간 전개 허접한 결말 구멍 송송 난 구찌 팬티 입은 기분임
0,완다 비전의 긴 빌드 업을 따라가며 닥스 1을 뛰어넘는 확장을 기대했던 나로서는 단순하고 선형적인 스토리가 황당했다 하위 장르로 선택한 호러도 그냥 끔찍하고 보기 불편했을 뿐 어떤 의미도 찾지 못했다 그냥저냥 한 눈요기 시간 때우기용 호러 판타지 영화로는 괜찮을지 몰라도 내가 기대했던 닥스 2는 그런 게 아니었기에 별로였다
0,완다가 뜬금없는 좀비 추격신을 영화 끝나고 감독 필모를 봤다 닥터 스트레인지 최애 캐릭터가 이었는데 이렇게 망쳐 놓다니 
0, 음표 공격은 진짜 선 씨게 넘었지 쓰라는 마법은 안 쓰고 뛰어다니기만 함 영화가 전체적으로 답답해요 두 번째 쿠키는 보지 마세요 시간 아까움 그리고 소서러 수프림은 대체 언제쯤 되는 거냐
0,쓸 말 없음 음표 공격 하
0,새로운 시도는 좋은데 액션이 좀
0,완다 비전 2 존비 호러 쇼
0,연기와 CG 모든 게 좋았는데 스토리가 개구려요 닥터 스트레인지보다는 완다를 위한 영화였음 포크 아저씨 어떡함 안타깝습니다
0,배우들의 열연 CG로 눈 가리고 아웅
0,감동도 재미도 없고 너무 뻔함 내용이 없음 영상미 덕에 그나마 5점 기대를 한 내 탓이지
0,완다 스트레인지
0,닥스 1의 화려한 영상미를 기대하고 가면 실망할 영화 완다에 대한 비중이 크기에 주인공이 완다라고 보는 사람도 있음 러닝타임이 부족해서 그런지 영화 자체의 개연성이 부족하고 연출이 올드햄 호불호가 심하게 갈리는 영화임 12세치고는 굉장히 잔인하고 사운드가 굉장히 날카롭고 귀가 아픔
0,음 마블영화덕후인데 기대를 너무 많이 해서 그런지 그저 그랬음
0,영상미는 굿 그래서 4점 내용은 도덕 책 왜 저걸로 싸우고 급발진하는 건지 빌런인 완다가 주인공인 느낌 개인적으로 그냥 인터넷에 풀리면 보십쇼
0,의리로 관람 노잼노잼 요즘 마블 실망스럽다
0,인정할 건 하자 똑같은 포맷만 20년 넘었고 이젠 식상하고 유치하더라
0,진짜 대혼돈이다
0,OO 청불 가게인데 12이고 내용은 허무하고 찰스 자비에 OO 뒤지네
0,오스트레일리아 이후 최악이었습니다
0,마블은 앤드 게임 이후로 끝났고 그 후부터 나오는 건 마블의 아류작들 스파이더 3도 그렇고 기대 이하
0,크리스틴 팔머는 닥스랑 헤어지고 흑인과 결혼 아메리칸 차베스는 히스패닉계 이상한 사람을 데려오고 엄마는 둘 그냥 PC 충들이 디즈니를 삼켜버린 건지 디즈니가 PC 화를 조장하는 건지 둘 다인지 그냥 마블도 망한 듯
0,액션신은 느려서 지루하고 스토리가 별론지 연출이 별론지 조금 유치했음 완다의 서사가 이해 안 된다고는 하는데 그건 별로 신경 안 쓰임 그것보다 신경 쓰이는 것들이 더 많음 그리고 반복되는 것 같은 장면들이 신경이 쓰였다 주먹 꽉 쥐고 힘주는 것 같은 모습
0,마블 유니버스에서 닥스 최애인 사람으로서 베네딕트 컴버배치와 엘리자베스 올슨 두 캐릭터 가 아니라 배우의 연기만 눈에 들어왔다 액션 스토리 어느 하나 충분히 만족스럽지 못했음 너무 많은 이야기를 러닝타임 안에서 중구난방으로 붙이려는 듯한 느낌 다분함 닥스 3 존비 탑니다
0,남자 사람하고 봤는데 하품을 수십 번 했다 조금 볼만한 CG 외에는 반복되는 완다 신파에 지루해서 입 쫙 벌리면서 하품하면서 봤다 같이 본 사람도 나보다는 평이 나은데 조금 졸리긴 했다고 함 작년 영화관 관람 졸다 나온 이 터 널스보다 조금 볼만한 정도 주연배우 연기는 좋은데 링 도깨비 장면 등 떠오르는 연출이 구림
0,최악의 영화 보다가 잠든 영화는 처음
0,패트릭 스튜어트를 고작 공포영화의 지나가는 소품 취급이라니
0,진짜 개노잼이엇네요 보다가 졸았습니다 개 유치 개나 잼 개상질 나서 나오자마자 욕함
0,더럽게 재미없다 쓸데없이 놀래는 장면만 좀 넣고 재미없고 짜증 나는 영화
0,그냥 원래 하던 것처럼만 해라 새로운 거 시도하려다가 역효과 난다 자꾸
0,구림 구림 구림 구림 구려
0,이게 왜 12세 관람가인지 모르겠음 쓸데없이 잔인하고 놀라는 장면도 많아서 진짜 짜증 났음 기존의 마블 분위기도 전혀 아님
0,스토리도 별로이었는데 음표 장면에서는 진짜 경악했어요 너무 유치해서 그 와중에 봐줄 만한 건 완다의 한 서린 스토리 연기와 크리스틴 드레스 장면
0,진짜 역대급 킹 받음 너무 킹 받아서 스트레스받을 정도 진짜 너무 약 올라요 님들 꼭 보세요침착맨 유튜브 클립보다 더 킹 받아서 헛웃음 나와요
0,감독도 참 중요하구나 싶다 가오 겔은 제발 감독 바뀌지 말고 쭉 가자
0,이 평가 진짜 신중히 써 드리는 것입니다 1 디즈니 플러스의 완다 비전 완주하지 않으면 이해 불가능한 영화입니다 처음부터 무슨 말 하는 거야 싶을 정도의 대사들 천지이므로 디즈니 플러스 완다 비전 정주행하시거나 인터넷에서 공부하고 보세요 저도 완다 비전 별로라서 그냥 보다가 인터넷 글로 내용 파악했습니다 2 싸움 장면 빼고는 너무 지루합니다 심각할 정도로 지루합니다 이렇게 지루한 영화는 거의 처음이었습니다 마블 영화인지 믿기지 않을 정도로 너무 조용하고 재미없었습니다 싸움 장면이 20분도 안 넘는 이번 영화는 진짜 커피를 갖고 들어가도 잠이 옵니다 주의하세요 3 결론은 나중에 디즈니 플러스로 나오면 보세요 지금 굳이 극장까지 가지 마세요
